ID_ALUNO;ANO_INGRESSO;IE_2020;FASE_2020;PEDRA_2020;INDE_2020;IAA_2020;IEG_2020;DESTAQUE_IEG_2020;IDA_2020;DESTAQUE_IDA_2020;IPV_2020;DESTAQUE_IPV_2020;IPP_2020;IPS_2020;IAN_2020;PONTO_VIRADA_2020;IE_2021;FASE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;IPV_2021;IAN_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;BOLSISTA_2022;FASE_2022;PEDRA_2022;INDE_2022;IAA_2022;IEG_2022;DESTAQUE_IEG_2022;IDA_2022;DESTAQUE_IDA_2022;IPV_2022;DESTAQUE_IPV_2022;IPS_2022;IPP_2022;IAN_2022;CG_2022;CF_2022;CT_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;REC_EQUIPE_1_2022;REC_EQUIPE_2_2022;REC_EQUIPE_3_2022;REC_EQUIPE_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;NIVEL_IDEAL_2022
817;2019;Escola Pública;2B;Ametista;8.34;1.0;9.5;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.33;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.25;7.5;10;Não;Escola Pública;2.0;Ametista;7.55;9.0;7.5;7.5;7.6;7.9;9.2;2.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;Nível 5 (1o EM);-3.0;Não;3.0;Ametista;7.28;8.75;7.74;Destaque: A sua boa entrega das lições de casa.;7.22;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.0;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;8.13;2.5;403.0;47.0;12.0;5.0;7.3;9.3;4.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Sim;Não;Fase 6 (2º EM)
818;2021;;;;;;;;;;;;;;;;Escola Pública;0.0;Ametista;6.96;8.0;6.7;7.5;4.4;7.5;7.3;10.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;ALFA  (2o e 3o ano);0.0;Não;0.0;Ametista;7.83;9.0;9.01;Destaque: A sua boa entrega das lições de casa.;8.25;Destaque: As suas boas notas na Passos Mágicos.;8.33;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;5.63;5.0;193.0;51.0;1.0;9.0;7.5;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 1 (4º ano)
819;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ágata;6.9;8.5;9.29;Destaque: A sua boa entrega das lições de casa.;4.33;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.42;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.94;5.0;523.0;149.0;11.0;5.0;3.7;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 1 (4º ano)
820;2017;Rede Decisão/União;4B;Ametista;8.33;7.08;8.3;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;8.94;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75;5.0;10;Sim;Rede Decisão;5.0;Ametista;8.07;8.8;6.1;7.5;8.2;8.6;8.7;10.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;Nível 5 (1o EM);0.0;Sim;5.0;Ametista;7.3;7.08;8.13;Destaque: A sua boa entrega das lições de casa.;8.43;Destaque: As suas boas notas na Passos Mágicos.;7.88;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.63;6.46;5.0;388.0;25.0;10.0;9.0;7.0;9.3;3.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase + Bolsa;;Não;Não;Fase 6 (2º EM)
821;2019;Escola Pública;1R;Ágata;7.12;8.5;6.5;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.22;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.29;5.0;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
822;2021;;;;;;;;;;;;;;;;Escola Pública;0.0;Topázio;8.76;9.5;10.0;7.5;6.6;8.1;9.7;10.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;ALFA  (2o e 3o ano);0.0;Não;1.0;Topázio;8.23;9.0;9.6;Destaque: A sua boa entrega das lições de casa.;8.33;Destaque: As suas boas notas na Passos Mágicos.;7.78;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.63;6.25;10.0;77.0;17.0;2.0;8.2;8.5;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 1 (4º ano)
823;2018;Rede Decisão/União;1N;Ametista;8.45;9.0;9.4;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;8.33;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.92;8.13;5;Não;Rede Decisão;2.0;Ametista;7.21;8.5;7.1;7.5;3.9;7.9;8.1;10.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);0.0;Sim;2.0;Ametista;7.91;9.5;9.32;Destaque: A sua boa entrega das lições de casa.;7.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.22;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.75;6.46;5.0;164.0;23.0;6.0;6.7;7.7;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
824;2019;Escola Pública;1N;Ametista;7.75;9.5;8.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.44;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.88;6.25;5;Não;Escola Pública;1.0;Ametista;7.76;9.0;10.0;7.5;4.9;8.1;9.1;5.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;Nível 2 (5o e 6o ano);-1.0;Não;2.0;Quartzo;5.91;8.0;6.06;Melhorar: Melhorar a sua entrega de lições de casa.;4.25;Melhorar: Empenhar-se mais nas aulas e avaliações.;5.89;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.25;5.0;737.0;134.0;15.0;4.5;4.0;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
825;2018;Escola João Paulo II;3A;Quartzo;5.73;7.5;4.5;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;4.67;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;5.5;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.72;3.75;10;Não;Escola JP II;3.0;Quartzo;4.29;7.9;2.8;6.3;1.2;6.3;4.8;5.0;Mantido na Fase atual;Alocado em Fase anterior;Mantido na Fase atual;Não avaliado;Não;Nível 4 (9o ano);-1.0;Sim;3.0;Quartzo;5.71;7.92;5.58;Melhorar: Melhorar a sua entrega de lições de casa.;5.48;Melhorar: Empenhar-se mais nas aulas e avaliações.;4.92;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;4.38;7.81;5.0;759.0;109.0;9.0;4.7;5.0;6.8;4.0;Promovido de Fase;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;Não;Fase 5 (1º EM)
826;2020;Escola Pública;2L;Ágata;6.38;8.0;6.1;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;3.5;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.22;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.67;7.5;10;Não;Escola Pública;2.0;Quartzo;4.19;0.0;2.5;7.5;1.0;7.9;7.2;5.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
827;;;;;;;;;;;;;;;;;Escola Pública;0.0;Ágata;6.73;9.0;5.0;7.5;6.0;7.5;8.2;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;Nível 1 (4o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
828;2016;Rede Decisão/União;4L;Ametista;7.5;7.92;8.2;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.78;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.54;5.63;5;Sim;Rede Decisão;5.0;Ametista;7.48;9.2;7.5;7.5;7.3;8.1;7.7;5.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;Nível 6 (2o EM);-1.0;Sim;6.0;Ágata;6.26;9.58;4.85;Melhorar: Melhorar a sua entrega de lições de casa.;3.83;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.28;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.13;7.97;5.0;692.0;13.0;13.0;4.7;4.0;2.8;4.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;Fase 7 (3º EM)
829;2017;Escola Pública;3F;Ágata;6.51;9.58;8.2;Seu destaque em 2020: A sua boa entrega das lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.94;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.71;7.5;10;Não;Escola Pública;3.0;Ágata;6.42;10.0;3.9;7.5;3.6;7.3;7.2;10.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);0.0;Não;4.0;Ametista;7.12;9.17;8.25;Destaque: A sua boa entrega das lições de casa.;5.67;Melhorar: Empenhar-se mais nas aulas e avaliações.;5.92;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.63;6.72;10.0;450.0;36.0;8.0;5.8;6.2;5.0;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;Fase 4 (9º ano)
830;2017;Rede Decisão/União;4B;Topázio;9.1;9.58;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;9.22;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.96;1.0;10;Sim;Rede Decisão;5.0;Topázio;8.51;10.0;7.8;7.5;7.9;8.8;8.8;10.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;Nível 4 (9o ano);1.0;Sim;5.0;Topázio;8.14;9.58;9.24;Destaque: A sua boa entrega das lições de casa.;7.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.13;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.25;6.46;10.0;103.0;9.0;3.0;4.5;8.0;9.0;3.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;;Não;Não;Fase 5 (1º EM)
831;2019;Escola Pública;0H;Ametista;7.89;9.0;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;6.92;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.56;7.5;5;Não;Escola Pública;1.0;Ametista;7.35;9.5;10.0;7.5;3.6;7.7;8.3;5.0;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;Nível 3 (7o e 8o ano);-2.0;Não;2.0;Ágata;6.45;9.5;9.1;Destaque: A sua boa entrega das lições de casa.;3.0;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.0;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.25;5.0;650.0;115.0;10.0;1.3;4.7;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
832;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;3.0;Topázio;8.62;1.0;9.38;Destaque: A sua boa entrega das lições de casa.;6.94;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.5;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;9.06;10.0;27.0;7.0;1.0;7.0;6.7;7.2;4.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Sim;Sim;Fase 3 (7º e 8º ano)
833;;;;;;;;;;;;;;;;;Escola Pública;0.0;Ágata;5.83;8.5;8.3;4.4;4.4;2.5;6.2;5.0;Mantido na Fase atual;Alocado em Fase anterior;Não avaliado;Não avaliado;Não;Nível 1 (4o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
834;2021;;;;;;;;;;;;;;;;Escola Pública;3.0;Quartzo;5.51;6.7;3.1;6.9;5.8;7.3;5.7;5.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 4 (9o ano);-1.0;Não;3.0;Ágata;6.61;7.92;7.74;Destaque: A sua boa entrega das lições de casa.;4.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.87;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.5;5.0;621.0;81.0;14.0;3.3;5.7;4.5;4.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;Não;Fase 5 (1º EM)
835;2016;Escola Pública;2M;Quartzo;5.03;0.0;7.9;Seu destaque em 2020: A sua boa entrega das lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.42;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.56;3.13;10;Não;Escola Pública;2.0;Quartzo;4.34;0.0;5.4;5.6;1.6;7.8;5.4;5.0;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;Não;2.0;Quartzo;5.66;9.5;6.18;Melhorar: Melhorar a sua entrega de lições de casa.;3.25;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.0;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.0;6.25;5.0;769.0;142.0;12.0;2.7;3.8;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
836;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ágata;6.89;9.5;7.64;Destaque: A sua boa entrega das lições de casa.;6.0;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.33;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.0;5.0;527.0;151.0;12.0;6.0;6.0;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 2 (5º e 6º ano)
837;2019;Escola Pública;6A;Quartzo;4.05;0.0;3.4;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.12;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.41;5.0;10;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
838;2016;Rede Decisão/União;5B;Ametista;7.91;8.33;8.4;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.33;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.0;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33;5.0;10;Não;Rede Decisão;6.0;Ágata;6.32;7.5;7.2;2.5;5.3;7.7;5.2;10.0;Alocado em Fase anterior;Promovido de Fase;Não avaliado;Mantido na Fase atual;Não;Nível 6 (2o EM);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
839;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Topázio;8.08;1.0;9.86;Destaque: A sua boa entrega das lições de casa.;8.0;Destaque: As suas boas notas na Passos Mágicos.;8.17;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;5.0;123.0;28.0;2.0;7.7;8.3;;3.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
840;2019;Escola Pública;0E;Ametista;7.49;9.0;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;1.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;4.5;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;2.5;4.38;10;Não;Escola Pública;0.0;Ágata;6.6;9.0;8.3;4.4;6.6;5.3;6.2;5.0;Mantido na Fase atual;Alocado em Fase anterior;Não avaliado;Não avaliado;Não;Nível 1 (4o ano);-1.0;Não;0.0;Ametista;7.15;9.0;8.49;Destaque: A sua boa entrega das lições de casa.;7.25;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.08;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.88;5.0;5.0;443.0;130.0;3.0;7.3;7.2;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
841;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ágata;6.84;7.92;8.23;Destaque: A sua boa entrega das lições de casa.;7.72;Destaque: As suas boas notas na Passos Mágicos.;7.42;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;4.38;4.38;5.0;543.0;154.0;9.0;7.8;7.6;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 1 (4º ano)
842;2016;Escola Pública;4L;Quartzo;4.6;9.58;3.9;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;4.22;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5.83;4.38;10;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843;2021;;;;;;;;;;;;;;;;Escola Pública;6.0;Ágata;6.64;7.1;7.2;5.6;7.3;6.9;6.5;5.0;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Promovido de Fase;Não;Nível 7 (3o EM);-1.0;Não;7.0;Quartzo;5.78;8.33;5.23;Melhorar: Melhorar a sua entrega de lições de casa.;4.11;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.06;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.0;6.72;5.0;752.0;17.0;9.0;3.3;2.6;6.4;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;Fase 8 (Universitários)
844;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ametista;7.31;8.5;8.61;Destaque: A sua boa entrega das lições de casa.;6.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.56;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;5.0;384.0;99.0;7.0;5.5;8.0;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
845;;;;;;;;;;;;;;;;;Escola Pública;3.0;Ágata;5.68;8.8;4.4;4.4;4.5;6.0;4.9;10.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
846;2019;Escola Pública;7B;Ágata;6.99;7.08;6.4;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;6.17;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.58;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.88;5.63;10;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
847;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.86;9.5;8.71;Destaque: A sua boa entrega das lições de casa.;7.95;Destaque: As suas boas notas na Passos Mágicos.;6.33;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.13;5.0;10.0;181.0;50.0;3.0;8.9;7.0;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;ALFA  (2º e 3º ano)
848;2019;Escola Pública;2M;Ametista;7.43;9.5;8.3;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.58;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.19;6.88;5;Não;Escola Pública;2.0;Ágata;6.85;8.5;7.9;7.5;4.9;8.1;6.8;5.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;Não;3.0;Ágata;6.03;7.5;7.19;Melhorar: Melhorar a sua entrega de lições de casa.;3.92;Melhorar: Empenhar-se mais nas aulas e avaliações.;5.37;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.34;5.0;723.0;102.0;13.0;3.8;4.0;;4.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;Fase 4 (9º ano)
849;2020;Escola Pública;1J;Ametista;7.86;7.92;8.6;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.83;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.29;7.5;5;Não;Escola Pública;2.0;Ametista;7.44;7.5;8.3;8.1;4.6;7.9;7.6;10.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;Nível 2 (5o e 6o ano);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
850;2016;Rede Decisão/União;3B;Ametista;8.19;9.17;9.7;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.67;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.25;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.97;7.5;10;Não;Rede Decisão;3.0;Ametista;8.15;9.2;7.5;7.5;6.6;8.1;9.3;10.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;Nível 3 (7o e 8o ano);0.0;Sim;4.0;Ametista;7.39;7.92;7.78;Destaque: A sua boa entrega das lições de casa.;6.71;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.17;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.0;7.66;10.0;365.0;29.0;4.0;5.7;7.0;7.5;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;Fase 4 (9º ano)
851;2019;Escola Pública;0H;Ametista;7.65;9.5;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.0;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;2.5;7.5;5;Não;Escola Pública;1.0;Ametista;7.71;9.5;9.6;7.5;4.8;8.1;9.2;5.0;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;Nível 2 (5o e 6o ano);-1.0;Não;1.0;Ametista;8.04;1.0;9.68;Destaque: A sua boa entrega das lições de casa.;8.58;Destaque: As suas boas notas na Passos Mágicos.;7.67;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.04;5.0;134.0;32.0;4.0;8.3;8.8;;3.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;;Sim;Não;Fase 2 (5º e 6º ano)
852;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.35;9.0;7.88;Destaque: A sua boa entrega das lições de casa.;7.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.5;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.75;5.63;5.0;377.0;113.0;2.0;7.5;6.8;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 1 (4º ano)
853;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ametista;7.93;9.5;9.09;Destaque: A sua boa entrega das lições de casa.;7.75;Destaque: As suas boas notas na Passos Mágicos.;8.83;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;5.94;5.0;160.0;39.0;2.0;8.0;7.5;;2.0;Mantido na Fase atual;Promovido de Fase;;;Não;Sim;Fase 2 (5º e 6º ano)
854;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Ametista;7.4;9.0;8.09;Destaque: A sua boa entrega das lições de casa.;5.67;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.78;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.46;10.0;360.0;52.0;4.0;4.8;6.5;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 2 (5º e 6º ano)
855;2020;Escola Pública;2L;Ametista;7.36;9.0;7.6;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;6.89;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.08;7.5;5;Não;Escola Pública;2.0;Ágata;6.24;8.0;7.1;7.5;2.8;7.9;7.1;5.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 4 (9o ano);-2.0;Não;3.0;Ágata;6.36;8.75;7.69;Destaque: A sua boa entrega das lições de casa.;4.25;Melhorar: Empenhar-se mais nas aulas e avaliações.;5.54;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.34;5.0;667.0;89.0;9.0;3.0;5.5;;4.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;Sim;Não;Fase 5 (1º EM)
856;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;5.0;Ametista;7.64;9.17;9.27;Destaque: A sua boa entrega das lições de casa.;7.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.92;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.04;5.0;257.0;15.0;7.0;7.0;5.7;8.8;3.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 7 (3º EM)
857;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ametista;7.78;9.0;9.52;Destaque: A sua boa entrega das lições de casa.;7.5;Destaque: As suas boas notas na Passos Mágicos.;8.0;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;5.0;209.0;52.0;6.0;6.7;8.3;;3.0;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;Fase 2 (5º e 6º ano)
